property_id,application_id,appraised_value,valuation_date,valuation_method,avm_confidence_score,fema_flood_zone,census_tract,property_latitude,property_longitude
PROP202400287,APP202400287,105500,2/24/2024,exterior_only,,X,315779.2,38.898187,-107.508338
PROP202400288,APP202400288,119100,11/19/2024,full_appraisal,,X,364056.01,48.324263,-112.061921
PROP202400289,APP202400289,160500,5/4/2024,full_appraisal,,X,536446.42,28.667849,-93.038076
PROP202400290,APP202400290,97800,8/22/2024,exterior_only,,X,215451,33.101856,-115.259491
PROP202400291,APP202400291,171900,4/11/2024,full_appraisal,,X,354394.36,31.896283,-118.172932
PROP202400292,APP202400292,129100,3/24/2024,full_appraisal,,X,540934.83,45.889055,-77.713639
PROP202400293,APP202400293,157600,9/16/2024,full_appraisal,,X,740963.01,27.101647,-88.729745
PROP202400294,APP202400294,96300,6/15/2024,avm,0.946,X,225605.01,37.778449,-74.100678
PROP202400295,APP202400295,149000,1/24/2025,full_appraisal,,X,538500.61,40.370055,-114.213496
PROP202400296,APP202400296,159800,12/14/2024,full_appraisal,,X,785153.44,31.75996,-87.276822
PROP202400297,APP202400297,296100,5/19/2024,avm,0.903,X,241339.06,38.156033,-86.115403
PROP202400298,APP202400298,133400,5/19/2024,avm,0.642,AO,603549.17,43.145697,-76.615767
PROP202400299,APP202400299,158800,9/24/2024,full_appraisal,,X,738910.81,25.582521,-101.563916
PROP202400300,APP202400300,124000,3/4/2024,full_appraisal,,AE,178954.97,46.761923,-89.272148
PROP202400301,APP202400301,158800,7/21/2024,full_appraisal,,X,218322.79,43.964083,-111.832094
PROP202400302,APP202400302,185600,11/29/2024,exterior_only,,X,504951.51,32.213399,-120.886773
PROP202400303,APP202400303,174000,5/30/2024,full_appraisal,,X,938254.11,35.267035,-104.000459
PROP202400304,APP202400304,217300,4/13/2024,full_appraisal,,X,115990.37,48.837323,-108.834761
PROP202400305,APP202400305,132300,3/9/2024,full_appraisal,,X,576871.94,33.459705,-115.940964
PROP202400306,APP202400306,154300,8/18/2024,full_appraisal,,X,354222.61,38.063316,-77.305132
PROP202400307,APP202400307,168700,7/26/2024,exterior_only,,X,571231.79,30.932147,-77.666349
PROP202400308,APP202400308,180600,7/5/2024,desktop,,X,574754.34,26.109564,-69.113807
PROP202400309,APP202400309,292200,1/13/2025,full_appraisal,,X,888091.26,35.906021,-111.660765
PROP202400310,APP202400310,166100,5/14/2024,full_appraisal,,X,937842.6,30.475744,-120.125981
PROP202400311,APP202400311,163100,3/8/2024,full_appraisal,,X,950259.78,37.568578,-119.170073
PROP202400312,APP202400312,160200,2/11/2024,full_appraisal,,X,574398.97,26.374639,-107.180388
PROP202400313,APP202400313,103500,10/31/2024,desktop,,X,261872,26.935091,-85.036017
PROP202400314,APP202400314,344600,1/5/2025,exterior_only,,X,217457.03,36.014731,-76.423681
PROP202400315,APP202400315,156900,2/17/2024,exterior_only,,X,343562.78,48.548697,-101.279957
PROP202400316,APP202400316,237300,8/18/2024,avm,0.654,AE,808111.5,27.098016,-68.43915
PROP202400317,APP202400317,91400,10/13/2024,avm,0.902,X,716838.35,26.642485,-117.491722
PROP202400318,APP202400318,242600,2/22/2024,exterior_only,,X,290659.67,33.531799,-121.589225
PROP202400319,APP202400319,226100,10/22/2024,exterior_only,,X,483165.85,39.64025,-67.589775
PROP202400320,APP202400320,173100,6/2/2024,exterior_only,,X,544323.01,38.705287,-79.835343
PROP202400321,APP202400321,187800,11/17/2024,full_appraisal,,X,616617.78,31.517515,-113.453184
PROP202400322,APP202400322,127900,1/6/2025,full_appraisal,,AE,297225.7,36.107072,-121.154226
PROP202400323,APP202400323,138800,10/30/2024,exterior_only,,X,613766.29,40.982523,-119.633643
PROP202400324,APP202400324,189700,1/30/2024,avm,0.971,X,686880.83,42.474939,-99.438729
PROP202400325,APP202400325,172900,12/2/2024,full_appraisal,,X,831263.89,46.778527,-74.189882
PROP202400326,APP202400326,153400,3/19/2024,full_appraisal,,X,161098.83,40.699296,-118.393187
PROP202400327,APP202400327,254400,8/8/2024,avm,0.971,AE,962703.9,30.480744,-80.347788
PROP202400328,APP202400328,164100,1/21/2024,avm,0.782,X,655608.59,47.902913,-96.672962
PROP202400329,APP202400329,116000,12/17/2024,exterior_only,,X,656324.26,39.669761,-118.451792
PROP202400330,APP202400330,100700,6/23/2024,full_appraisal,,AE,840838.43,44.110781,-108.996301
PROP202400331,APP202400331,211100,10/24/2024,full_appraisal,,X,816561.07,33.765208,-72.980955
PROP202400332,APP202400332,162200,10/15/2024,full_appraisal,,X,383217.4,33.258904,-82.891399
PROP202400333,APP202400333,114900,1/3/2025,full_appraisal,,AE,235483.51,37.183214,-117.370775
PROP202400334,APP202400334,166000,8/24/2024,desktop,,X,723264.78,36.320707,-68.367466
PROP202400335,APP202400335,110500,9/22/2024,full_appraisal,,AE,176034.9,32.944641,-110.615751
PROP202400336,APP202400336,222800,3/18/2024,full_appraisal,,X,967658.75,34.965222,-73.645134
PROP202400337,APP202400337,211400,1/20/2024,exterior_only,,X,259072.32,45.542795,-70.734714
PROP202400338,APP202400338,300800,12/15/2024,avm,0.862,X,837083.41,28.164787,-78.408673
PROP202400339,APP202400339,161400,8/18/2024,exterior_only,,X,352021.02,35.101503,-117.213142
PROP202400340,APP202400340,255400,6/3/2024,desktop,,X,441666.58,32.109429,-68.675354
PROP202400341,APP202400341,224100,7/16/2024,full_appraisal,,X,262134.79,30.477679,-95.256012
PROP202400342,APP202400342,127200,9/27/2024,avm,0.621,X,435670.1,44.758843,-108.134702
PROP202400343,APP202400343,168100,11/11/2024,exterior_only,,AE,993956.35,30.652639,-85.843457
PROP202400344,APP202400344,242700,8/31/2024,full_appraisal,,X,910192.46,26.812154,-118.465399
PROP202400345,APP202400345,259600,3/3/2024,full_appraisal,,X,675675.83,36.153661,-119.961854
PROP202400346,APP202400346,147400,8/14/2024,full_appraisal,,X,154989.94,46.635009,-68.164895
PROP202400347,APP202400347,143300,10/31/2024,exterior_only,,X,836413.69,43.03534,-115.418549
PROP202400348,APP202400348,113900,9/4/2024,exterior_only,,X,999826.55,33.423735,-85.260401
PROP202400349,APP202400349,142200,2/29/2024,avm,0.955,X,725837.92,48.392949,-75.117703
PROP202400350,APP202400350,187400,5/31/2024,exterior_only,,AE,321568.39,44.428268,-84.9209
PROP202400351,APP202400351,117300,6/22/2024,full_appraisal,,AE,171742.24,45.604323,-116.570604
PROP202400352,APP202400352,170500,11/9/2024,avm,0.821,X,499113.55,45.088445,-105.804025
PROP202400353,APP202400353,210900,2/9/2024,exterior_only,,X,927820.92,38.717428,-94.526638
PROP202400354,APP202400354,229600,7/10/2024,full_appraisal,,AE,100888.14,28.209685,-71.551427
PROP202400355,APP202400355,80000,12/26/2024,exterior_only,,X,564053.91,27.422604,-116.547211
PROP202400356,APP202400356,457800,9/30/2024,full_appraisal,,X,783137.32,48.985006,-100.395865
PROP202400357,APP202400357,145300,3/18/2024,full_appraisal,,X,456883.02,37.812837,-83.411543
PROP202400358,APP202400358,122700,3/21/2024,exterior_only,,X,641801.51,45.325192,-82.927693
PROP202400359,APP202400359,123500,11/16/2024,full_appraisal,,X,266313.34,32.795353,-72.297117
PROP202400360,APP202400360,212100,1/23/2024,exterior_only,,X,601635.79,37.895072,-85.031554
PROP202400361,APP202400361,145100,10/18/2024,full_appraisal,,X,984046.25,45.905068,-114.303431
PROP202400362,APP202400362,136000,6/16/2024,exterior_only,,X,707793.54,28.156351,-103.65287
PROP202400363,APP202400363,222700,10/8/2024,exterior_only,,X,613568.32,35.84641,-85.495026
PROP202400364,APP202400364,401600,12/28/2024,exterior_only,,X,209342.77,40.775679,-108.286817
PROP202400365,APP202400365,212200,9/10/2024,exterior_only,,X,791547.49,33.366574,-80.178334
PROP202400366,APP202400366,94500,5/28/2024,full_appraisal,,X,974445.38,32.877493,-84.303678
PROP202400367,APP202400367,313300,7/4/2024,avm,0.868,X,880808.02,27.204032,-95.279958
PROP202400368,APP202400368,239300,5/8/2024,avm,0.85,X,735402.47,35.701249,-92.7738
PROP202400369,APP202400369,177900,7/3/2024,desktop,,X,692185.33,26.016485,-75.092339
PROP202400370,APP202400370,270200,9/21/2024,full_appraisal,,X,464455.48,36.395867,-116.334551
PROP202400371,APP202400371,208300,5/13/2024,full_appraisal,,X,304480.27,35.440254,-111.987504
PROP202400372,APP202400372,278300,10/14/2024,avm,0.912,X,757348.63,48.941809,-115.853291
PROP202400373,APP202400373,110500,9/28/2024,full_appraisal,,X,820783.15,27.658763,-94.102962
PROP202400374,APP202400374,154700,6/28/2024,avm,0.741,AE,421720.45,28.072315,-101.943772
PROP202400375,APP202400375,254400,9/11/2024,exterior_only,,X,958237.93,45.206593,-97.595336
PROP202400376,APP202400376,157900,6/2/2024,full_appraisal,,X,356554.76,29.335475,-117.804134
PROP202400377,APP202400377,198700,6/5/2024,full_appraisal,,X,186145.57,48.399923,-79.178872
PROP202400378,APP202400378,95000,10/26/2024,full_appraisal,,X,864457.31,44.966238,-120.618015
PROP202400379,APP202400379,211400,9/19/2024,exterior_only,,X,177606.22,32.805934,-83.977509
PROP202400380,APP202400380,108800,12/23/2024,avm,0.854,X,580044.68,43.293826,-83.735545
PROP202400381,APP202400381,254700,1/21/2025,full_appraisal,,AE,550134.78,39.240104,-76.598294
PROP202400382,APP202400382,145000,2/17/2024,full_appraisal,,X,836550.07,41.762297,-76.087542
PROP202400383,APP202400383,144000,9/25/2024,full_appraisal,,X,700246.62,27.904231,-96.941145
PROP202400384,APP202400384,137500,8/18/2024,avm,0.638,AH,500838.3,48.929218,-73.866761
PROP202400385,APP202400385,231600,2/5/2024,avm,0.644,X,588907.43,38.28807,-67.476415
PROP202400386,APP202400386,205300,12/23/2024,exterior_only,,X,378091.16,37.049667,-97.465726
PROP202400387,APP202400387,80800,7/26/2024,avm,0.767,X,620344.61,31.927299,-102.282248
PROP202400388,APP202400388,158600,5/1/2024,exterior_only,,X,946244.75,30.880481,-102.715052
PROP202400389,APP202400389,125700,7/12/2024,full_appraisal,,X,327654.84,45.891431,-73.268122
PROP202400390,APP202400390,84400,4/18/2024,full_appraisal,,AE,172328.3,43.239958,-109.425886
PROP202400391,APP202400391,109800,2/13/2024,exterior_only,,X,163974.65,39.500366,-78.080877
PROP202400392,APP202400392,281000,9/29/2024,desktop,,AE,661113.93,40.123522,-73.670006
PROP202400393,APP202400393,108800,8/28/2024,avm,0.828,X,889424.14,25.536945,-97.397709
PROP202400394,APP202400394,103500,3/23/2024,full_appraisal,,X,610590.65,42.768405,-95.98449
PROP202400395,APP202400395,103800,6/9/2024,full_appraisal,,X,532676.39,35.800385,-111.469087
PROP202400396,APP202400396,191200,1/19/2024,full_appraisal,,X,515979.12,26.596771,-86.357799
PROP202400397,APP202400397,163700,12/16/2024,full_appraisal,,X,659137.3,44.187814,-73.083972
PROP202400398,APP202400398,208600,9/26/2024,full_appraisal,,X,112773.4,48.809313,-89.201879
PROP202400399,APP202400399,196400,9/22/2024,full_appraisal,,X,682420.13,32.987368,-111.767581
PROP202400400,APP202400400,116800,4/28/2024,full_appraisal,,X,723135.08,47.664115,-121.890216
PROP202400401,APP202400401,82900,7/7/2024,full_appraisal,,X,519642.07,36.224275,-100.492489
PROP202400402,APP202400402,226400,6/27/2024,full_appraisal,,VE,984054.59,37.892632,-85.501204
PROP202400403,APP202400403,156600,2/8/2024,avm,0.685,X,129990.31,41.255631,-117.965035
PROP202400404,APP202400404,180000,6/27/2024,full_appraisal,,X,377822.77,39.02266,-78.061422
PROP202400405,APP202400405,174500,2/14/2024,full_appraisal,,X,932285.59,39.943606,-108.242024
PROP202400406,APP202400406,171700,5/30/2024,full_appraisal,,X,802189.16,31.298727,-110.405201
PROP202400407,APP202400407,186300,6/28/2024,full_appraisal,,X,219962.48,29.422266,-90.139036
PROP202400408,APP202400408,155000,2/25/2024,full_appraisal,,X,868528.13,35.045305,-104.151419
PROP202400409,APP202400409,163600,6/1/2024,full_appraisal,,X,764158.24,33.345335,-121.344322
PROP202400410,APP202400410,161600,3/2/2024,full_appraisal,,AE,644428.77,28.641299,-97.938566
PROP202400411,APP202400411,80000,5/11/2024,desktop,,X,796478.58,44.048561,-110.230995
PROP202400412,APP202400412,128800,5/2/2024,full_appraisal,,X,226899.77,31.328036,-97.023844
PROP202400413,APP202400413,120800,7/5/2024,avm,0.734,X,599963.3,46.775707,-120.702891
PROP202400414,APP202400414,227200,4/14/2024,full_appraisal,,X,220411.25,47.57824,-78.144572
PROP202400415,APP202400415,225300,6/5/2024,full_appraisal,,X,715376.44,41.536136,-72.304313
PROP202400416,APP202400416,150300,2/19/2024,exterior_only,,X,546575.6,42.138908,-77.350514
PROP202400417,APP202400417,158400,8/3/2024,full_appraisal,,X,898335.45,28.48347,-110.47597
PROP202400418,APP202400418,194900,3/4/2024,exterior_only,,AE,114380.57,31.587451,-67.400319
PROP202400419,APP202400419,152700,3/18/2024,full_appraisal,,X,403283.28,34.368903,-96.922764
PROP202400420,APP202400420,106700,11/24/2024,avm,0.609,AE,758309.73,46.347625,-75.548337
PROP202400421,APP202400421,212900,10/19/2024,full_appraisal,,AE,702098.96,33.572434,-83.580812
PROP202400422,APP202400422,145700,4/26/2024,full_appraisal,,X,958581.1,27.702277,-82.460654
PROP202400423,APP202400423,99700,1/7/2025,full_appraisal,,X,729326.34,46.895433,-78.277674
PROP202400424,APP202400424,258400,9/17/2024,avm,0.852,X,570149.5,34.683175,-75.832078
PROP202400425,APP202400425,232200,5/28/2024,desktop,,X,924997.75,26.051907,-72.178846
PROP202400426,APP202400426,310500,4/20/2024,full_appraisal,,X,471161.79,28.2574,-102.171578
PROP202400427,APP202400427,177200,4/27/2024,full_appraisal,,X,846307.31,27.459513,-118.647242
PROP202400428,APP202400428,273500,7/29/2024,full_appraisal,,X,420502.54,31.417009,-119.083822
PROP202400429,APP202400429,250000,3/19/2024,avm,0.641,AE,195755.17,48.130183,-68.501148
PROP202400430,APP202400430,323200,3/28/2024,full_appraisal,,X,796645.86,35.767242,-106.353725
PROP202400431,APP202400431,244200,4/2/2024,avm,0.897,AE,959064.49,32.717887,-74.423001
PROP202400432,APP202400432,94900,3/10/2024,full_appraisal,,X,489143.51,30.571024,-120.213815
PROP202400433,APP202400433,287500,6/18/2024,full_appraisal,,AE,733306.87,47.968516,-92.227604
PROP202400434,APP202400434,114100,12/22/2024,full_appraisal,,AE,107802.73,47.008049,-87.718644
PROP202400435,APP202400435,160100,12/30/2024,avm,0.73,X,714655.14,46.046866,-72.926165
PROP202400436,APP202400436,160300,7/29/2024,full_appraisal,,X,770988.02,34.692752,-84.192158
PROP202400437,APP202400437,180800,12/28/2024,full_appraisal,,AE,215412.05,29.488028,-77.907618
PROP202400438,APP202400438,98400,5/8/2024,full_appraisal,,X,468362.34,36.989224,-108.01429
PROP202400439,APP202400439,143200,2/21/2024,full_appraisal,,X,262817.92,41.700143,-82.455188
PROP202400440,APP202400440,243700,5/18/2024,avm,0.772,X,389336.95,33.711716,-73.396973
PROP202400441,APP202400441,206300,4/26/2024,full_appraisal,,X,305046.62,40.499941,-113.873678
PROP202400442,APP202400442,200200,9/19/2024,desktop,,X,634616.64,41.326559,-110.216624
PROP202400443,APP202400443,147500,6/16/2024,full_appraisal,,X,109084.98,31.533861,-101.184325
PROP202400444,APP202400444,113700,3/18/2024,full_appraisal,,X,148679.35,28.342032,-75.112911
PROP202400445,APP202400445,253200,9/14/2024,full_appraisal,,X,861038.74,29.650691,-83.443239
PROP202400446,APP202400446,104700,8/1/2024,full_appraisal,,AO,713276.09,30.973555,-98.778127
PROP202400447,APP202400447,192200,8/4/2024,full_appraisal,,X,232611.24,27.705534,-70.278732
PROP202400448,APP202400448,96300,6/16/2024,full_appraisal,,AE,986574.28,26.51185,-85.769903
PROP202400449,APP202400449,193300,4/7/2024,full_appraisal,,X,720455.27,27.98802,-119.109027
PROP202400450,APP202400450,107600,6/26/2024,desktop,,X,647563.54,45.757244,-110.33417
PROP202400451,APP202400451,164300,7/31/2024,full_appraisal,,X,317061.35,26.969051,-87.335289
PROP202400452,APP202400452,138700,1/6/2025,desktop,,X,532646.62,34.90508,-115.295749
PROP202400453,APP202400453,183800,9/6/2024,full_appraisal,,X,595497.22,29.484579,-92.208503
PROP202400454,APP202400454,153600,6/14/2024,avm,0.856,X,147229.16,32.53986,-73.80773
PROP202400455,APP202400455,152200,12/6/2024,full_appraisal,,AE,956961.36,39.590609,-111.037975
PROP202400456,APP202400456,161700,6/10/2024,exterior_only,,X,961326.73,28.701963,-101.868405
PROP202400457,APP202400457,88800,5/19/2024,exterior_only,,X,776153.14,29.010895,-96.564876
PROP202400458,APP202400458,222300,8/3/2024,avm,0.952,X,622205.94,27.34559,-72.018446
PROP202400459,APP202400459,139100,1/29/2024,desktop,,AE,934607.62,27.811318,-75.389259
PROP202400460,APP202400460,139200,10/30/2024,desktop,,X,417492.42,38.892916,-105.075653
PROP202400461,APP202400461,272900,3/30/2024,full_appraisal,,X,536647.29,31.314252,-70.449709
PROP202400462,APP202400462,107000,11/1/2024,full_appraisal,,X,821079.91,39.879255,-74.780642
PROP202400463,APP202400463,247600,10/27/2024,exterior_only,,AE,258912.86,28.150384,-107.430572
PROP202400464,APP202400464,176800,1/12/2024,full_appraisal,,AE,881964.94,27.120768,-78.521044
PROP202400465,APP202400465,133900,10/3/2024,full_appraisal,,X,389790.08,39.452981,-81.612512
PROP202400466,APP202400466,253600,7/8/2024,full_appraisal,,X,557818.58,33.547607,-79.847359
PROP202400467,APP202400467,107300,6/16/2024,full_appraisal,,AE,945430.16,47.850701,-69.499777
PROP202400468,APP202400468,134200,5/17/2024,full_appraisal,,X,364609.12,27.483455,-101.010174
PROP202400469,APP202400469,413500,9/9/2024,full_appraisal,,AE,550109.33,29.649938,-111.164277
PROP202400470,APP202400470,302600,3/20/2024,desktop,,X,912530.21,31.426536,-103.388753
PROP202400471,APP202400471,183700,1/11/2024,full_appraisal,,X,680348.51,28.934363,-110.489463
PROP202400472,APP202400472,169100,5/13/2024,desktop,,X,211423.27,40.965546,-123.493499
PROP202400473,APP202400473,82400,7/11/2024,full_appraisal,,AE,263589.71,37.524769,-93.335005
PROP202400474,APP202400474,138100,5/29/2024,desktop,,X,988774.78,27.085897,-104.202509
PROP202400475,APP202400475,303800,2/8/2024,exterior_only,,X,813327.74,36.780746,-68.83111
PROP202400476,APP202400476,136700,2/2/2024,full_appraisal,,X,237254.32,33.133288,-97.7081
PROP202400477,APP202400477,184300,12/1/2024,avm,0.75,X,365610.32,25.853178,-67.613177
PROP202400478,APP202400478,112400,12/31/2024,full_appraisal,,X,800048.58,25.863811,-116.466306
PROP202400479,APP202400479,345700,5/3/2024,full_appraisal,,X,552232.27,34.514899,-74.564457
PROP202400480,APP202400480,95600,9/18/2024,full_appraisal,,X,143500.84,29.506171,-87.281521
PROP202400481,APP202400481,123200,7/1/2024,avm,0.61,X,612471.75,47.968632,-116.323046
PROP202400482,APP202400482,170300,12/3/2024,avm,0.756,X,499633.08,38.122581,-113.756063
PROP202400483,APP202400483,241400,6/6/2024,desktop,,X,231529.15,28.235025,-91.645432
PROP202400484,APP202400484,103100,4/9/2024,avm,0.649,VE,816592.37,45.774674,-88.929188
PROP202400485,APP202400485,80000,11/25/2024,exterior_only,,X,967214.49,41.569863,-116.323866
PROP202400486,APP202400486,147900,7/18/2024,full_appraisal,,X,877289.15,47.600209,-101.19859
PROP202400487,APP202400487,206700,10/31/2024,full_appraisal,,X,190976,34.867463,-76.372305
